type,name,is_default
hobby,Ведение блога
hobby,Волонтёрство
hobby,Выращивание растений
hobby,Вышивание
hobby,Занятие боевыми искусствами
hobby,Занятие йогой
hobby,Занятие фитнесом
hobby,Игра в страйкбол
hobby,Игра в футбол
hobby,Игра на гитаре
hobby,Игра на пианино
hobby,Изучение языков
hobby,Коллекционирование монет
hobby,Кулинария
hobby,Лепка из глины
hobby,Метание копья
hobby,Метание ножей
hobby,Охота
hobby,Пение
hobby,Пивоварение
hobby,Подводное плавание
hobby,Посещение концертов
hobby,Походы
hobby,Просмотр аниме
hobby,Прохождение компьютерных игр
hobby,Работа с металлом
hobby,Радиолюбительство
hobby,Резьба по дереву
hobby,Решение головоломок
hobby,Рисование
hobby,Рыбалка
hobby,Сбор грибов
hobby,Скалолазание
hobby,Создание битбокса
hobby,Создание фигурок оригами
hobby,Создание фокусов
hobby,Сочинение рэпа
hobby,Стрельба из лука
hobby,Сурвивализм
hobby,Сёрфинг
hobby,Танцы
hobby,Туризм
hobby,Фехтование
hobby,Чтение
hobby,Шопинг
hobby,Нет хобби,true
