type,name,is_default
quality,Злой
quality,Добрый
quality,Вежливый
quality,Культурный
quality,Харизматичный
quality,Дружелюбный
quality,Капризный
quality,Открытый
quality,Безумный
quality,Жизнерадостный
quality,Осторожный
quality,Безнадёжный
quality,Заботливый
quality,Смышлённый
quality,Флегматик
quality,Асоциальный
quality,Благоразумный
quality,Безотказный
quality,Деятельный
quality,Авторитетный
quality,Вдумчивый
quality,Гениальный
quality,Угрюмый
quality,Депрессивный
quality,Меланхоличный
quality,Нервный
quality,Боязливый
quality,Агрессивный
quality,Спокойный
quality,Скупой
quality,Грубый
quality,Строгий
quality,Терпеливый
quality,Мужественный
quality,Смелый
quality,Сильный
quality,Жадный
quality,Раздражительный
quality,Скандальный
quality,Конфликтный
quality,Нудный
quality,Пошлый
quality,Алчный
quality,Ленивый
quality,Тупой
quality,Глупый
quality,Наглый
quality,Жестокий
quality,Серьезный
quality,Человечный
quality,Эстет
quality,Самовлюбленный
quality,Самоуверенный
quality,Жалкий
quality,Бдительный
quality,Застенчивый
quality,Надежный
quality,Безынитициативный
quality,Осторожный
quality,Веселый
quality,Любезный
quality,Гостеприимный
quality,Скептик
quality,Приветливый
quality,Опрятный
quality,Ворчливый
quality,Понимающий
quality,Отважный
quality,Двуличный
quality,Благоразумный
quality,Внимательный
quality,Наблюдательный
quality,Вальяжный
quality,Подлый
quality,Предприимчивый
quality,Умный
quality,Терпеливый
quality,Начитанный
quality,Мизантроп
quality,Грубиян
quality,Мудрый
quality,Грубиян
quality,Трусливый
quality,Фанатист
quality,Неопрятный
quality,Задорный
quality,Волевой
quality,Параноик
quality,Любвиобильный
quality,Собранный
quality,Завистливый,true
